"NE Name","Slot ID","Board Name","Port","Input Power(dBm)","Reference Input Power(dBm)","Input Power Reference Value Time","Input Power State","Reference Input Power Lower Threshold(dBm)","Reference Input Power Upper Threshold(dBm)","Input Power Lower Threshold(dBm)","Min. Value of Input Power Lower Threshold(dBm)","Max. Value of Input Power Lower Threshold(dBm)","Input Power Upper Threshold(dBm)","Min. Value of Input Power Upper Threshold(dBm)","Max. Value of Input Power Upper Threshold(dBm)","Max. Pump Output Power(dBm)","Min. Pump Output Power(dBm)","Output Power(dBm)","Reference Output Power(dBm)","Output Power Reference Value Time","Output Power State","Output Power Lower Threshold(dBm)","Output Power Upper Threshold(dBm)","Reference Output Power Lower Threshold(dBm)","Reference Output Power Upper Threshold(dBm)","Input Power Lower Threshold Default Value(dBm)","Input Power Upper Threshold Default Value(dBm)","CFP/LANE Input Power Lower Threshold Default Value(dBm)","CFP/LANE Input Power Upper Threshold Default Value(dBm)"
VILLARRICA-WDM-R03B,Shelf0(subrack)-1,F2ELOM(STND),1(IN1/OUT1 To LONCOCHE MOVISTAR),"	-9.3",/,/,/,/,/,"	-16.0",-,-,"	-2.0",-,-,-,-,0.5,/,/,/,"	-2.0",3.0,-,-,-,-,-,-
VILLARRICA-WDM-R03B,Shelf0(subrack)-1,F2ELOM(STND),2(IN2/OUT2 To LONCOCHE ENTEL),"	-6.7",/,/,/,/,/,"	-16.0",-,-,"	-2.0",-,-,-,-,0.5,/,/,/,"	-2.0",3.0,-,-,-,-,-,-
VILLARRICA-WDM-R03B,Shelf0(subrack)-1,F2ELOM(STND),3(RX1/TX1 PB1 PE-RAN VILLARRICA PE RAN GE 3/1/11),"	-9.0",/,/,/,/,/,"	-18.0","	-22.0",0.0,"	-1.0","	-22.0",0.0,-,-,"	-2.4",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
VILLARRICA-WDM-R03B,Shelf0(subrack)-1,F2ELOM(STND),4(RX2/TX2 PB2 PE-RAN VILLARRICA PE RAN GE 3/1/10),"	-8.0",/,/,/,/,/,"	-18.0","	-22.0",0.0,"	-1.0","	-22.0",0.0,-,-,"	-2.1",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
VILLARRICA-WDM-R03B,Shelf0(subrack)-1,F2ELOM(STND),5(RX3/TX3),"	-60.0",/,/,/,/,/,"	-18.0","	-22.0",0.0,"	-1.0","	-22.0",0.0,-,-,"	-2.0",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
VILLARRICA-WDM-R03B,Shelf0(subrack)-1,F2ELOM(STND),6(RX4/TX4 PB1 PE RAN PUCON),"	-7.2",/,/,/,/,/,"	-18.0","	-22.0",0.0,"	-1.0","	-22.0",0.0,-,-,"	-2.0",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
VILLARRICA-WDM-R03B,Shelf0(subrack)-1,F2ELOM(STND),7(RX5/TX5),"	-60.0",/,/,/,/,/,"	-18.0","	-22.0",0.0,"	-1.0","	-22.0",0.0,-,-,"	-2.2",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
VILLARRICA-WDM-R03B,Shelf0(subrack)-1,F2ELOM(STND),8(RX6/TX6),"	-60.0",/,/,/,/,/,"	-18.0","	-22.0",0.0,"	-1.0","	-22.0",0.0,-,-,"	-1.7",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
VILLARRICA-WDM-R03B,Shelf0(subrack)-1,F2ELOM(STND),9(RX7/TX7),"	-60.0",/,/,/,/,/,"	-18.0","	-22.0",0.0,"	-1.0","	-22.0",0.0,-,-,"	-1.9",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
VILLARRICA-WDM-R03B,Shelf0(subrack)-1,F2ELOM(STND),10(RX8/TX8 STM16 PROTECCION a VILLARRICA 10 S10 P1),"	-6.1",/,/,/,/,/,"	-18.0","	-22.0",0.0,"	-1.0","	-22.0",0.0,-,-,"	-2.0",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
VILLARRICA-WDM-R03B,Shelf0(subrack)-2,F2ELOM(STND),1(IN1/OUT1 A S7 MR8 A4/D4 HACIA LONCOCHE),"	-5.0",/,/,/,/,/,"	-16.0",-,-,"	-2.0",-,-,-,-,0.5,/,/,/,"	-2.0",3.0,-,-,-,-,-,-
VILLARRICA-WDM-R03B,Shelf0(subrack)-2,F2ELOM(STND),2(IN2/OUT2),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
VILLARRICA-WDM-R03B,Shelf0(subrack)-2,F2ELOM(STND),3(RX1/TX1 PB PE RAN VILLARRICA 10G TE 0/2/0),"	-6.4",/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.5",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
VILLARRICA-WDM-R03B,Shelf0(subrack)-5,F1EMR8,9(IN/OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,/,/,/,/,-,-,-,-,-,-,-,-
VILLARRICA-WDM-R03B,Shelf0(subrack)-6,F2OBU,1(IN),"	-22.0","	-22.0",2021-10-20 08:46:33 DST,Normal,"	-25.0","	-17.0","	-32.0",-,-,"	-2.0",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VILLARRICA-WDM-R03B,Shelf0(subrack)-6,F2OBU,2(OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.8,/,/,/,-,-,-,-,-,-,-,-
VILLARRICA-WDM-R03B,Shelf0(subrack)-7,F1EMR8,9(IN/OUT TO LONCOCHE ODF MOVISTAR FO2),-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.1,/,/,/,-,-,-,-,-,-,-,-
VILLARRICA-WDM-R03B,Shelf0(subrack)-8,F3SCC,1(RM1/TM1),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
VILLARRICA-WDM-R03B,Shelf0(subrack)-8,F3SCC,2(RM2/TM2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
VILLARRICA-WDM-R03D,Shelf0(subrack)-5,F1EMR8,9(IN/OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,/,/,/,/,-,-,-,-,-,-,-,-
VILLARRICA-WDM-R03D,Shelf0(subrack)-6,F2OBU,1(IN),"	-23.2",/,/,/,/,/,"	-32.0",-,-,"	-2.0",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VILLARRICA-WDM-R03D,Shelf0(subrack)-6,F2OBU,2(OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.1,/,/,/,-,-,-,-,-,-,-,-
VILLARRICA-WDM-R03D,Shelf0(subrack)-7,F1EMR8,9(IN/OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,"	-7.3",/,/,/,-,-,-,-,-,-,-,-
VILLARRICA-WDM-R03D,Shelf0(subrack)-8,F3SCC,1(RM1/TM1),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
VILLARRICA-WDM-R03D,Shelf0(subrack)-8,F3SCC,2(RM2/TM2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONCOCHE-WDM-R03A,Shelf0(subrack)-1,F2ELOM(STND),1(IN1/OUT1 FROM/TO VILLARRICA ENTEL),"	-8.3","	-6.3",2022-09-05 17:38:28 DST,Normal,"	-9.3","	-1.3","	-16.0",-,-,"	-2.0",-,-,-,-,0.5,/,/,/,"	-2.0",3.0,-,-,-,-,-,-
LONCOCHE-WDM-R03A,Shelf0(subrack)-1,F2ELOM(STND),2(IN2/OUT2),"	-60.0",/,/,/,/,/,"	-16.0",-,-,"	-2.0",-,-,-,-,0.5,/,/,/,"	-2.0",3.0,-,-,-,-,-,-
LONCOCHE-WDM-R03A,Shelf0(subrack)-1,F2ELOM(STND),3(RX1/TX1 PA1 PE RAN VILLARRICA),"	-60.0","	-6.5",2022-09-05 17:38:28 DST,Critical Alert,"	-9.5","	-1.5","	-18.0","	-22.0",0.0,"	-1.0","	-22.0",0.0,-,-,"	-2.0",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
LONCOCHE-WDM-R03A,Shelf0(subrack)-1,F2ELOM(STND),4(RX2/TX2 PA2 PE RAN VILLARRICA),"	-60.0","	-5.5",2022-09-05 17:38:28 DST,Critical Alert,"	-8.5","	-0.5","	-18.0","	-22.0",0.0,"	-1.0","	-22.0",0.0,-,-,"	-2.1",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
LONCOCHE-WDM-R03A,Shelf0(subrack)-1,F2ELOM(STND),5(RX3/TX3 PA3 PE RAN PUCON_Nueva),"	-5.7","	-5.7",2022-09-05 17:38:28 DST,Normal,"	-8.7","	-0.7","	-18.0","	-22.0",0.0,"	-1.0","	-22.0",0.0,-,-,"	-2.1",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
LONCOCHE-WDM-R03A,Shelf0(subrack)-1,F2ELOM(STND),6(RX4/TX4 PA1 PE RAN PUCON_En trafico),"	-5.9","	-5.9",2022-09-05 17:38:28 DST,Normal,"	-8.9","	-0.9","	-18.0","	-22.0",0.0,"	-1.0","	-22.0",0.0,-,-,"	-1.9",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
LONCOCHE-WDM-R03A,Shelf0(subrack)-1,F2ELOM(STND),7(RX5/TX5 PA4 PE RAN PUCON_Nueva),"	-7.2","	-7.1",2022-09-05 17:38:28 DST,Normal,"	-10.1","	-2.1","	-18.0","	-22.0",0.0,"	-1.0","	-22.0",0.0,-,-,"	-1.9",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
LONCOCHE-WDM-R03A,Shelf0(subrack)-1,F2ELOM(STND),8(RX6/TX6 PA2 PE RAN PUCON Crusado a Loncoche N/S W TP1 Slot 3_En ),"	-4.8","	-4.8",2022-09-05 17:38:28 DST,Normal,"	-7.8",0.2,"	-18.0","	-22.0",0.0,"	-1.0","	-22.0",0.0,-,-,"	-2.0",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
LONCOCHE-WDM-R03A,Shelf0(subrack)-1,F2ELOM(STND),9(RX7/TX7),"	-60.0",/,/,/,/,/,"	-18.0","	-22.0",0.0,"	-1.0","	-22.0",0.0,-,-,"	-1.8",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
LONCOCHE-WDM-R03A,Shelf0(subrack)-1,F2ELOM(STND),10(RX8/TX8 STM-16 WORKING_No se usara),"	-60.0",/,/,/,/,/,"	-18.0","	-22.0",0.0,"	-1.0","	-22.0",0.0,-,-,"	-2.0",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
LONCOCHE-WDM-R03A,Shelf0(subrack)-2,F2ELOM(STND),1(IN1/OUT1 A MR8 S7 A8/D8 HACIA PANGUIPULLI),3.7,/,/,/,/,/,"	-16.0",-,-,"	-2.0",-,-,-,-,0.5,/,/,/,"	-2.0",3.0,-,-,-,-,-,-
LONCOCHE-WDM-R03A,Shelf0(subrack)-2,F2ELOM(STND),2(IN2/OUT2),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONCOCHE-WDM-R03A,Shelf0(subrack)-2,F2ELOM(STND),3(RX1/TX1 PB1 PE RAN 8KM14 PANGUIPULLI A 8800 CR06 ETN 1 TTA S2 P5),"	-6.7","	-6.7",2022-11-15 14:19:55 DST,Normal,"	-9.7","	-1.7","	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.7",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
LONCOCHE-WDM-R03A,Shelf0(subrack)-3,F1LDX(STND),1(IN1/OUT1 A S7 MR8 A4/D4 HACIA VILLARRICA),"	-6.1","	-3.8",2022-09-05 17:40:11 DST,Warning Alert,-,-,"	-16.0",-,-,"	-2.0",-,-,-,-,0.4,/,/,/,"	-2.0",3.0,-,-,-,-,-,-
LONCOCHE-WDM-R03A,Shelf0(subrack)-3,F1LDX(STND),2(IN2/OUT2),/,/,/,/,-,-,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONCOCHE-WDM-R03A,Shelf0(subrack)-3,F1LDX(STND),3(IN3/OUT3 A S7 MR8 A5/D5 HACIA VILLARRICA),"	-7.7","	-5.3",2022-09-05 17:40:11 DST,Warning Alert,-,-,"	-16.0",-,-,"	-2.0",-,-,-,-,0.5,/,/,/,"	-2.0",3.0,-,-,-,-,-,-
LONCOCHE-WDM-R03A,Shelf0(subrack)-3,F1LDX(STND),4(IN4/OUT4),/,/,/,/,-,-,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONCOCHE-WDM-R03A,Shelf0(subrack)-3,F1LDX(STND),5(RX1/TX1 PA PE RAN VILLARRICA 10G),"	-7.2","	-7.2",2022-09-05 17:40:11 DST,Normal,-,-,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-2.5",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
LONCOCHE-WDM-R03A,Shelf0(subrack)-3,F1LDX(STND),6(RX2/TX2 PA PE RAN PUCON 10G),"	-7.6","	-7.5",2022-09-05 17:40:11 DST,Normal,-,-,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-2.9",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
LONCOCHE-WDM-R03A,Shelf0(subrack)-5,F1EMR8,9(IN/OUT A MR8 S7 MO/MI),-,-,-,-,-,-,-,-,-,-,-,-,-,-,/,/,/,/,-,-,-,-,-,-,-,-
LONCOCHE-WDM-R03A,Shelf0(subrack)-6,F2OBU,1(IN),"	-15.8","	-14.1",2022-09-05 17:48:44 DST,Normal,"	-17.1","	-9.1","	-32.0",-,-,"	-2.0",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LONCOCHE-WDM-R03A,Shelf0(subrack)-6,F2OBU,2(OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.5,/,/,/,-,-,-,-,-,-,-,-
LONCOCHE-WDM-R03A,Shelf0(subrack)-7,F1EMR8,9(IN/OUT TX A VILLARRICA R1 ODF 8 FO 01),-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.2,/,/,/,-,-,-,-,-,-,-,-
LONCOCHE-WDM-R03A,Shelf0(subrack)-8,F3SCC,1(RM1/TM1),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
LONCOCHE-WDM-R03A,Shelf0(subrack)-8,F3SCC,2(RM2/TM2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PUCON-WDM-R03B,Shelf0(subrack)-2,F2ELOM(STND),1(IN1/OUT1 A S7 A5/D5 HACIA VILLARRICA),"	-3.5",/,/,/,/,/,"	-16.0",-,-,"	-2.0",-,-,-,-,0.5,/,/,/,"	-2.0",3.0,-,-,-,-,-,-
PUCON-WDM-R03B,Shelf0(subrack)-2,F2ELOM(STND),2(IN2/OUT2),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PUCON-WDM-R03B,Shelf0(subrack)-2,F2ELOM(STND),3(RX1/TX1 PB PE RAN PUCON 10G TE 0/2/0),"	-6.1",/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.4",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
PUCON-WDM-R03B,Shelf0(subrack)-5,F1EMR8,9(IN/OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,/,/,/,/,-,-,-,-,-,-,-,-
PUCON-WDM-R03B,Shelf0(subrack)-6,F2OBU,1(IN),"	-25.3","	-24.8",2020-12-17 00:59:30 DST,Normal,"	-27.8","	-19.8","	-32.0",-,-,"	-2.0",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PUCON-WDM-R03B,Shelf0(subrack)-6,F2OBU,2(OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,/,/,/,-,-,-,-,-,-,-,-
PUCON-WDM-R03B,Shelf0(subrack)-7,F1EMR8,9(IN/OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,"	-1.3",/,/,/,-,-,-,-,-,-,-,-
PUCON-WDM-R03B,Shelf0(subrack)-8,F3SCC,1(RM1/TM1),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PUCON-WDM-R03B,Shelf0(subrack)-8,F3SCC,2(RM2/TM2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
VILLARRICA-WDM-R03C,Shelf0(subrack)-5,F1EMR8,9(IN/OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,/,/,/,/,-,-,-,-,-,-,-,-
VILLARRICA-WDM-R03C,Shelf0(subrack)-6,F2OBU,1(IN),"	-15.8","	-19.2",2022-09-06 14:22:00 DST,Warning Alert,"	-22.2","	-14.2","	-32.0",-,-,"	-2.0",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VILLARRICA-WDM-R03C,Shelf0(subrack)-6,F2OBU,2(OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.7,/,/,/,-,-,-,-,-,-,-,-
VILLARRICA-WDM-R03C,Shelf0(subrack)-7,F1EMR8,9(IN/OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,"	-0.1",/,/,/,-,-,-,-,-,-,-,-
VILLARRICA-WDM-R03C,Shelf0(subrack)-8,F3SCC,1(RM1/TM1),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
VILLARRICA-WDM-R03C,Shelf0(subrack)-8,F3SCC,2(RM2/TM2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
VILLARRICA-WDM-R03A,Shelf0(subrack)-1,F2ELOM(STND),1(IN1/OUT1 TO LONCOCHE ENTEL),"	-7.6","	-7.6",2020-12-17 00:54:45 DST,Normal,"	-10.6","	-2.6","	-16.0",-,-,"	-2.0",-,-,-,-,0.5,/,/,/,"	-2.0",3.0,-,-,-,-,-,-
VILLARRICA-WDM-R03A,Shelf0(subrack)-1,F2ELOM(STND),2(IN2/OUT2 TO PUCON GIGARED),"	-8.1","	-6.9",2020-12-17 00:54:45 DST,Normal,"	-9.9","	-1.9","	-16.0",-,-,"	-2.0",-,-,-,-,0.5,/,/,/,"	-2.0",3.0,-,-,-,-,-,-
VILLARRICA-WDM-R03A,Shelf0(subrack)-1,F2ELOM(STND),3(RX1/TX1 PA1 PE RAN VILLARRICA GE 3/0/11),"	-60.0","	-6.4",2022-09-05 18:48:24 DST,Critical Alert,"	-9.4","	-1.4","	-18.0","	-22.0",0.0,"	-1.0","	-22.0",0.0,-,-,"	-2.0",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
VILLARRICA-WDM-R03A,Shelf0(subrack)-1,F2ELOM(STND),4(RX2/TX2 PA2 PE RAN VILLARRICA GE 3/0/10),"	-60.0","	-5.5",2022-09-05 18:48:24 DST,Critical Alert,"	-8.5","	-0.5","	-18.0","	-22.0",0.0,"	-1.0","	-22.0",0.0,-,-,"	-2.0",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
VILLARRICA-WDM-R03A,Shelf0(subrack)-1,F2ELOM(STND),5(RX3/TX3),"	-60.0",/,/,/,/,/,"	-18.0","	-22.0",0.0,"	-1.0","	-22.0",0.0,-,-,"	-2.8",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
VILLARRICA-WDM-R03A,Shelf0(subrack)-1,F2ELOM(STND),6(RX4/TX4),"	-60.0",/,/,/,/,/,"	-18.0","	-22.0",0.0,"	-1.0","	-22.0",0.0,-,-,"	-2.0",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
VILLARRICA-WDM-R03A,Shelf0(subrack)-1,F2ELOM(STND),7(RX5/TX5),"	-60.0",/,/,/,/,/,"	-18.0","	-22.0",0.0,"	-1.0","	-22.0",0.0,-,-,"	-2.4",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
VILLARRICA-WDM-R03A,Shelf0(subrack)-1,F2ELOM(STND),8(RX6/TX6),"	-60.0",/,/,/,/,/,"	-18.0","	-22.0",0.0,"	-1.0","	-22.0",0.0,-,-,"	-2.1",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
VILLARRICA-WDM-R03A,Shelf0(subrack)-1,F2ELOM(STND),9(RX7/TX7 S1-9303-VILLARRICA Gi 1/0/11),"	-5.5","	-5.5",2022-09-05 18:48:24 DST,Normal,"	-8.5","	-0.5","	-18.0","	-22.0",0.0,"	-1.0","	-22.0",0.0,-,-,"	-1.9",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
VILLARRICA-WDM-R03A,Shelf0(subrack)-1,F2ELOM(STND),10(RX8/TX8 STM-16 WORKING a Pucon),"	-8.2","	-7.8",2022-09-05 18:48:24 DST,Normal,"	-10.8","	-2.8","	-18.0","	-22.0",0.0,"	-1.0","	-22.0",0.0,-,-,"	-2.0",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
VILLARRICA-WDM-R03A,Shelf0(subrack)-3,F2ELOM(STND),1(IN1/OUT1 A S7 A4/D4 HACIA LONCOCHE),"	-7.1","	-7.2",2020-12-17 00:55:09 DST,Normal,"	-10.2","	-2.2","	-16.0",-,-,"	-2.0",-,-,-,-,0.5,/,/,/,"	-2.0",3.0,-,-,-,-,-,-
VILLARRICA-WDM-R03A,Shelf0(subrack)-3,F2ELOM(STND),2(IN2/OUT2),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
VILLARRICA-WDM-R03A,Shelf0(subrack)-3,F2ELOM(STND),3(RX1/TX1 PA PE RAN VILLARRICA 10G TE 0/1/0),"	-5.7","	-5.7",2020-12-17 00:55:09 DST,Normal,"	-8.7","	-0.7","	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.3",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
VILLARRICA-WDM-R03A,Shelf0(subrack)-5,F1EMR8,9(IN/OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,/,/,/,/,-,-,-,-,-,-,-,-
VILLARRICA-WDM-R03A,Shelf0(subrack)-6,F2OBU,1(IN),"	-16.0","	-19.0",2022-09-05 18:51:29 DST,Warning Alert,"	-22.0","	-14.0","	-32.0",-,-,"	-2.0",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VILLARRICA-WDM-R03A,Shelf0(subrack)-6,F2OBU,2(OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.1,/,/,/,-,-,-,-,-,-,-,-
VILLARRICA-WDM-R03A,Shelf0(subrack)-7,F1EMR8,9(IN/OUT FROM/TO LONCOCHE ENTEL),-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.8,/,/,/,-,-,-,-,-,-,-,-
VILLARRICA-WDM-R03A,Shelf0(subrack)-8,F3SCC,1(RM1/TM1),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
VILLARRICA-WDM-R03A,Shelf0(subrack)-8,F3SCC,2(RM2/TM2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PUCON-WDM-R03A,Shelf0(subrack)-1,F2ELOM(STND),1(IN1/OUT1),"	-9.3","	-7.5",2020-12-17 00:53:57 DST,Normal,"	-10.5","	-2.5","	-16.0",-,-,"	-2.0",-,-,-,-,0.4,/,/,/,"	-2.0",3.0,-,-,-,-,-,-
PUCON-WDM-R03A,Shelf0(subrack)-1,F2ELOM(STND),2(IN2/OUT2),"	-60.0",/,/,/,/,/,"	-16.0",-,-,"	-2.0",-,-,-,-,0.6,/,/,/,"	-2.0",3.0,-,-,-,-,-,-
PUCON-WDM-R03A,Shelf0(subrack)-1,F2ELOM(STND),3(RX1/TX1 PLANO A1 PE RAN PUCON GE 1/2/0),"	-6.5",/,/,/,/,/,"	-18.0","	-22.0",0.0,"	-1.0","	-22.0",0.0,-,-,"	-2.0",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
PUCON-WDM-R03A,Shelf0(subrack)-1,F2ELOM(STND),4(RX2/TX2 PLANO A2 PE RAN PUCON GE 1/5/0),"	-16.3",/,/,/,/,/,"	-18.0","	-22.0",0.0,"	-1.0","	-22.0",0.0,-,-,"	-1.9",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
PUCON-WDM-R03A,Shelf0(subrack)-1,F2ELOM(STND),5(RX3/TX3 PLANO A3 PE RAN PUCON GE 1/5/1),"	-7.4",/,/,/,/,/,"	-18.0","	-22.0",0.0,"	-1.0","	-22.0",0.0,-,-,"	-2.2",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
PUCON-WDM-R03A,Shelf0(subrack)-1,F2ELOM(STND),6(RX4/TX4 PLANO A4 PE RAN PUCON GE 1/5/2),"	-6.0",/,/,/,/,/,"	-18.0","	-22.0",0.0,"	-1.0","	-22.0",0.0,-,-,"	-2.0",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
PUCON-WDM-R03A,Shelf0(subrack)-1,F2ELOM(STND),7(RX5/TX5 S1-53-PUCON PA GE 0/1/3),"	-5.6",/,/,/,/,/,"	-20.0","	-24.0","	-3.0","	-4.0","	-24.0","	-3.0",-,-,"	-5.8",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
PUCON-WDM-R03A,Shelf0(subrack)-1,F2ELOM(STND),8(RX6/TX6),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PUCON-WDM-R03A,Shelf0(subrack)-1,F2ELOM(STND),9(RX7/TX7),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PUCON-WDM-R03A,Shelf0(subrack)-1,F2ELOM(STND),10(RX8/TX8 STM16 PUCON 10),"	-5.9",/,/,/,/,/,"	-18.0","	-22.0",0.0,"	-1.0","	-22.0",0.0,-,-,"	-2.7",/,/,/,"	-6.0",1.0,-,-,-,-,-,-
PUCON-WDM-R03A,Shelf0(subrack)-2,F2ELOM(STND),1(IN1/OUT1 A S7 MR8 A5/D5 HACIA VILLARRICA),"	-7.6","	-7.0",2020-12-17 00:53:32 DST,Normal,"	-10.0","	-2.0","	-16.0",-,-,"	-2.0",-,-,-,-,0.5,/,/,/,"	-2.0",3.0,-,-,-,-,-,-
PUCON-WDM-R03A,Shelf0(subrack)-2,F2ELOM(STND),2(IN2/OUT2),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PUCON-WDM-R03A,Shelf0(subrack)-2,F2ELOM(STND),3(RX1/TX1 PA PE RAN PUCON (10G) TE 0/1/0),"	-6.0","	-6.0",2020-12-17 00:53:32 DST,Normal,"	-9.0","	-1.0","	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.6",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
PUCON-WDM-R03A,Shelf0(subrack)-5,F1EMR8,9(IN/OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,/,/,/,/,-,-,-,-,-,-,-,-
PUCON-WDM-R03A,Shelf0(subrack)-6,F2OBU,1(IN),"	-21.2","	-22.2",2020-12-17 00:52:52 DST,Normal,"	-25.2","	-17.2","	-32.0",-,-,"	-2.0",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
